0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2016-4-13
1020
001
DataNumber:	4830
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 4208	  9.6120	 11.1905	  13.815	 841.795
 4209	  9.6120	 11.1943	  13.819	 841.995
 4210	  9.6080	 11.1980	  13.822	 842.195
 4211	  9.6040	 11.2005	  13.825	 842.395
 4212	  9.6040	 11.2043	  13.829	 842.595
 4213	  9.6000	 11.2080	  13.832	 842.795
 4214	  9.5960	 11.2105	  13.835	 842.995
 4215	  9.5920	 11.2143	  13.839	 843.195
 4216	  9.5920	 11.2180	  13.842	 843.395
 4217	  9.5880	 11.2218	  13.846	 843.595
 4218	  9.5880	 11.2255	  13.850	 843.795
 4219	  9.5880	 11.2280	  13.852	 843.995
 4220	  9.5840	 11.2318	  13.856	 844.195
 4221	  9.5800	 11.2355	  13.860	 844.395
 4222	  9.5760	 11.2393	  13.864	 844.595
 4223	  9.5760	 11.2418	  13.866	 844.795
 4224	  9.5720	 11.2455	  13.870	 844.995
 4225	  9.5720	 11.2493	  13.874	 845.195
 4226	  9.5680	 11.2518	  13.876	 845.395
 4227	  9.5680	 11.2555	  13.880	 845.595
 4228	  9.5640	 11.2593	  13.884	 845.795
 4229	  9.5640	 11.2630	  13.887	 845.995
 4230	  9.5600	 11.2655	  13.890	 846.195
 4231	  9.5560	 11.2693	  13.894	 846.395
 4232	  9.5560	 11.2730	  13.898	 846.595
 4233	  9.5520	 11.2768	  13.901	 846.795
 4234	  9.5480	 11.2793	  13.904	 846.995
 4235	  9.5480	 11.2830	  13.907	 847.195
 4236	  9.5440	 11.2868	  13.911	 847.395
 4237	  9.5440	 11.2893	  13.914	 847.595
 4238	  9.5400	 11.2930	  13.917	 847.795
 4239	  9.5400	 11.2968	  13.921	 847.995
 4240	  9.5360	 11.3005	  13.925	 848.195
 4241	  9.5320	 11.3030	  13.927	 848.395
 4242	  9.5320	 11.3068	  13.931	 848.595
 4243	  9.5280	 11.3105	  13.935	 848.795
 4244	  9.5240	 11.3143	  13.939	 848.995
 4245	  9.5240	 11.3168	  13.941	 849.195
 4246	  9.5200	 11.3205	  13.945	 849.395
 4247	  9.5200	 11.3243	  13.949	 849.595
 4248	  9.5160	 11.3268	  13.951	 849.795
 4249	  9.5120	 11.3305	  13.955	 849.995
 4250	  9.5120	 11.3343	  13.959	 850.195
 4251	  9.5080	 11.3380	  13.962	 850.395
 4252	  9.5040	 11.3405	  13.965	 850.595
 4253	  9.5000	 11.3443	  13.969	 850.795
 4254	  9.4960	 11.3480	  13.972	 850.995
 4255	  9.4960	 11.3505	  13.975	 851.195
 4256	  9.4920	 11.3543	  13.979	 851.395
 4257	  9.4880	 11.3580	  13.983	 851.595
 4258	  9.4880	 11.3618	  13.986	 851.795
 4259	  9.4840	 11.3643	  13.989	 851.995
 4260	  9.4800	 11.3680	  13.992	 852.195
 4261	  9.4800	 11.3718	  13.996	 852.395
 4262	  9.4720	 11.3743	  13.999	 852.595
 4263	  9.4720	 11.3780	  14.002	 852.795
 4264	  9.4720	 11.3818	  14.006	 852.995
 4265	  9.4680	 11.3855	  14.010	 853.195
 4266	  9.4640	 11.3880	  14.012	 853.395
 4267	  9.4640	 11.3918	  14.016	 853.595
 4268	  9.4600	 11.3955	  14.020	 853.795
 4269	  9.4560	 11.3980	  14.023	 853.995
 4270	  9.4520	 11.4018	  14.026	 854.195
 4271	  9.4520	 11.4055	  14.030	 854.395
 4272	  9.4480	 11.4080	  14.032	 854.595
 4273	  9.4440	 11.4118	  14.036	 854.795
 4274	  9.4440	 11.4155	  14.040	 854.995
 4275	  9.4400	 11.4193	  14.044	 855.195
 4276	  9.4360	 11.4218	  14.046	 855.395
 4277	  9.4360	 11.4255	  14.050	 855.595
 4278	  9.4320	 11.4293	  14.054	 855.795
 4279	  9.4280	 11.4318	  14.056	 855.995
 4280	  9.4240	 11.4355	  14.060	 856.195
 4281	  9.4240	 11.4393	  14.064	 856.395
 4282	  9.4200	 11.4418	  14.066	 856.595
 4283	  9.4200	 11.4455	  14.070	 856.795
 4284	  9.4160	 11.4493	  14.074	 856.995
 4285	  9.4120	 11.4530	  14.077	 857.195
 4286	  9.4080	 11.4555	  14.080	 857.395
 4287	  9.4040	 11.4593	  14.084	 857.595
 4288	  9.4040	 11.4630	  14.087	 857.795
 4289	  9.4000	 11.4655	  14.090	 857.995
 4290	  9.3960	 11.4693	  14.094	 858.195
 4291	  9.3960	 11.4730	  14.097	 858.395
 4292	  9.3920	 11.4755	  14.100	 858.595
 4293	  9.3920	 11.4793	  14.104	 858.795
 4294	  9.3840	 11.4830	  14.108	 858.995
 4295	  9.3800	 11.4868	  14.111	 859.195
 4296	  9.3760	 11.4893	  14.114	 859.395
 4297	  9.3760	 11.4930	  14.117	 859.595
 4298	  9.3720	 11.4968	  14.121	 859.795
 4299	  9.3680	 11.4993	  14.124	 859.995
 4300	  9.3680	 11.5030	  14.127	 860.195
 4301	  9.3640	 11.5068	  14.131	 860.395
 4302	  9.3640	 11.5093	  14.134	 860.595
 4303	  9.3600	 11.5130	  14.137	 860.795
 4304	  9.3560	 11.5168	  14.141	 860.995
 4305	  9.3520	 11.5205	  14.145	 861.195
 4306	  9.3480	 11.5230	  14.148	 861.395
 4307	  9.3480	 11.5268	  14.151	 861.595
 4308	  9.3440	 11.5305	  14.155	 861.795
 4309	  9.3400	 11.5330	  14.157	 861.995
 4310	  9.3360	 11.5368	  14.161	 862.195
 4311	  9.3320	 11.5405	  14.165	 862.395
 4312	  9.3320	 11.5430	  14.167	 862.595
 4313	  9.3280	 11.5468	  14.171	 862.795
 4314	  9.3240	 11.5505	  14.175	 862.995
 4315	  9.3240	 11.5530	  14.177	 863.195
 4316	  9.3200	 11.5568	  14.181	 863.395
 4317	  9.3160	 11.5605	  14.185	 863.595
 4318	  9.3120	 11.5630	  14.188	 863.795
 4319	  9.3120	 11.5668	  14.191	 863.995
 4320	  9.3080	 11.5705	  14.195	 864.195
 4321	  9.3040	 11.5730	  14.197	 864.395
 4322	  9.3000	 11.5768	  14.201	 864.595
 4323	  9.2960	 11.5805	  14.205	 864.795
 4324	  9.2960	 11.5843	  14.209	 864.995
 4325	  9.2920	 11.5868	  14.211	 865.195
 4326	  9.2880	 11.5905	  14.215	 865.395
 4327	  9.2840	 11.5943	  14.219	 865.595
 4328	  9.2840	 11.5968	  14.221	 865.795
 4329	  9.2800	 11.6005	  14.225	 865.995
 4330	  9.2760	 11.6043	  14.229	 866.195
 4331	  9.2720	 11.6068	  14.231	 866.395
 4332	  9.2680	 11.6105	  14.235	 866.595
 4333	  9.2680	 11.6143	  14.239	 866.795
 4334	  9.2600	 11.6168	  14.241	 866.995
 4335	  9.2600	 11.6205	  14.245	 867.195
 4336	  9.2560	 11.6243	  14.249	 867.395
 4337	  9.2520	 11.6268	  14.251	 867.595
 4338	  9.2480	 11.6305	  14.255	 867.795
 4339	  9.2440	 11.6343	  14.259	 867.995
 4340	  9.2400	 11.6368	  14.261	 868.195
 4341	  9.2360	 11.6405	  14.265	 868.395
 4342	  9.2360	 11.6443	  14.269	 868.595
 4343	  9.2320	 11.6468	  14.271	 868.795
 4344	  9.2280	 11.6505	  14.275	 868.995
 4345	  9.2240	 11.6543	  14.279	 869.195
 4346	  9.2200	 11.6568	  14.281	 869.395
 4347	  9.2160	 11.6605	  14.285	 869.595
 4348	  9.2120	 11.6630	  14.287	 869.795
 4349	  9.2080	 11.6668	  14.291	 869.995
 4350	  9.2080	 11.6705	  14.295	 870.195
 4351	  9.2040	 11.6730	  14.297	 870.395
 4352	  9.2000	 11.6768	  14.301	 870.595
 4353	  9.1960	 11.6805	  14.305	 870.795
 4354	  9.1960	 11.6830	  14.307	 870.995
 4355	  9.1920	 11.6868	  14.311	 871.195
 4356	  9.1880	 11.6905	  14.315	 871.395
 4357	  9.1840	 11.6930	  14.318	 871.595
 4358	  9.1800	 11.6968	  14.321	 871.795
 4359	  9.1760	 11.7005	  14.325	 871.995
 4360	  9.1720	 11.7030	  14.327	 872.195
 4361	  9.1680	 11.7068	  14.331	 872.395
 4362	  9.1640	 11.7093	  14.334	 872.595
 4363	  9.1600	 11.7130	  14.337	 872.795
 4364	  9.1600	 11.7168	  14.341	 872.995
 4365	  9.1560	 11.7193	  14.344	 873.195
 4366	  9.1520	 11.7230	  14.347	 873.395
 4367	  9.1480	 11.7268	  14.351	 873.595
 4368	  9.1480	 11.7293	  14.354	 873.795
 4369	  9.1400	 11.7330	  14.358	 873.995
 4370	  9.1400	 11.7368	  14.361	 874.195
 4371	  9.1360	 11.7393	  14.364	 874.395
 4372	  9.1320	 11.7430	  14.367	 874.595
 4373	  9.1280	 11.7468	  14.371	 874.795
 4374	  9.1240	 11.7493	  14.374	 874.995
 4375	  9.1200	 11.7530	  14.377	 875.195
 4376	  9.1200	 11.7568	  14.381	 875.395
 4377	  9.1160	 11.7593	  14.384	 875.595
 4378	  9.1120	 11.7630	  14.387	 875.795
 4379	  9.1080	 11.7655	  14.390	 875.995
 4380	  9.1000	 11.7693	  14.394	 876.195
 4381	  9.1000	 11.7730	  14.398	 876.395
 4382	  9.0960	 11.7755	  14.400	 876.595
 4383	  9.0920	 11.7793	  14.404	 876.795
 4384	  9.0880	 11.7830	  14.407	 876.995
 4385	  9.0840	 11.7855	  14.410	 877.195
 4386	  9.0800	 11.7893	  14.414	 877.395
 4387	  9.0760	 11.7930	  14.417	 877.595
 4388	  9.0720	 11.7955	  14.420	 877.795
 4389	  9.0680	 11.7993	  14.424	 877.995
 4390	  9.0640	 11.8030	  14.427	 878.195
 4391	  9.0600	 11.8055	  14.430	 878.395
 4392	  9.0560	 11.8093	  14.434	 878.595
 4393	  9.0520	 11.8130	  14.438	 878.795
 4394	  9.0480	 11.8155	  14.440	 878.995
 4395	  9.0480	 11.8193	  14.444	 879.195
 4396	  9.0400	 11.8230	  14.447	 879.395
 4397	  9.0400	 11.8255	  14.450	 879.595
 4398	  9.0320	 11.8293	  14.454	 879.795
 4399	  9.0320	 11.8318	  14.456	 879.995
 4400	  9.0280	 11.8355	  14.460	 880.195
 4401	  9.0200	 11.8393	  14.464	 880.395
 4402	  9.0200	 11.8418	  14.466	 880.595
 4403	  9.0160	 11.8455	  14.470	 880.795
 4404	  9.0120	 11.8493	  14.474	 880.995
 4405	  9.0080	 11.8518	  14.476	 881.195
 4406	  9.0040	 11.8555	  14.480	 881.395
 4407	  9.0000	 11.8593	  14.484	 881.595
 4408	  8.9960	 11.8618	  14.486	 881.795
 4409	  8.9920	 11.8655	  14.490	 881.995
 4410	  8.9880	 11.8693	  14.494	 882.195
 4411	  8.9840	 11.8718	  14.496	 882.395
 4412	  8.9800	 11.8755	  14.500	 882.595
 4413	  8.9760	 11.8780	  14.502	 882.795
 4414	  8.9720	 11.8818	  14.506	 882.995
 4415	  8.9680	 11.8855	  14.510	 883.195
 4416	  8.9640	 11.8880	  14.512	 883.395
 4417	  8.9600	 11.8918	  14.516	 883.595
 4418	  8.9560	 11.8955	  14.520	 883.795
 4419	  8.9520	 11.8980	  14.523	 883.995
 4420	  8.9480	 11.9018	  14.526	 884.195
 4421	  8.9440	 11.9043	  14.529	 884.395
 4422	  8.9400	 11.9080	  14.532	 884.595
 4423	  8.9360	 11.9105	  14.535	 884.795
 4424	  8.9320	 11.9143	  14.539	 884.995
 4425	  8.9280	 11.9180	  14.542	 885.195
 4426	  8.9240	 11.9205	  14.545	 885.395
 4427	  8.9160	 11.9243	  14.549	 885.595
 4428	  8.9160	 11.9268	  14.551	 885.795
 4429	  8.9120	 11.9305	  14.555	 885.995
 4430	  8.9080	 11.9343	  14.559	 886.195
 4431	  8.9040	 11.9368	  14.561	 886.395
 4432	  8.8960	 11.9405	  14.565	 886.595
 4433	  8.8960	 11.9430	  14.568	 886.795
 4434	  8.8920	 11.9468	  14.571	 886.995
 4435	  8.8880	 11.9493	  14.574	 887.195
 4436	  8.8800	 11.9530	  14.577	 887.395
 4437	  8.8800	 11.9568	  14.581	 887.595
 4438	  8.8760	 11.9593	  14.584	 887.795
 4439	  8.8680	 11.9630	  14.587	 887.995
 4440	  8.8680	 11.9655	  14.590	 888.195
 4441	  8.8600	 11.9693	  14.594	 888.395
 4442	  8.8600	 11.9730	  14.597	 888.595
 4443	  8.8520	 11.9755	  14.600	 888.795
 4444	  8.8480	 11.9793	  14.604	 888.995
 4445	  8.8440	 11.9818	  14.606	 889.195
 4446	  8.8400	 11.9855	  14.610	 889.395
 4447	  8.8360	 11.9893	  14.614	 889.595
 4448	  8.8320	 11.9918	  14.616	 889.795
 4449	  8.8280	 11.9955	  14.620	 889.995
 4450	  8.8240	 11.9980	  14.622	 890.195
 4451	  8.8160	 12.0018	  14.626	 890.395
 4452	  8.8120	 12.0055	  14.630	 890.595
 4453	  8.8080	 12.0080	  14.632	 890.795
 4454	  8.8040	 12.0118	  14.636	 890.995
 4455	  8.8000	 12.0143	  14.639	 891.195
 4456	  8.7960	 12.0180	  14.642	 891.395
 4457	  8.7920	 12.0205	  14.645	 891.595
 4458	  8.7880	 12.0243	  14.649	 891.795
 4459	  8.7840	 12.0268	  14.651	 891.995
 4460	  8.7800	 12.0305	  14.655	 892.195
 4461	  8.7760	 12.0343	  14.659	 892.395
 4462	  8.7680	 12.0368	  14.661	 892.595
 4463	  8.7680	 12.0405	  14.665	 892.795
 4464	  8.7600	 12.0430	  14.667	 892.995
 4465	  8.7560	 12.0468	  14.671	 893.195
 4466	  8.7520	 12.0493	  14.674	 893.395
 4467	  8.7480	 12.0530	  14.677	 893.595
 4468	  8.7440	 12.0555	  14.680	 893.795
 4469	  8.7400	 12.0593	  14.684	 893.995
 4470	  8.7360	 12.0630	  14.688	 894.195
 4471	  8.7320	 12.0655	  14.690	 894.395
 4472	  8.7240	 12.0693	  14.694	 894.595
 4473	  8.7200	 12.0730	  14.697	 894.795
 4474	  8.7160	 12.0755	  14.700	 894.995
 4475	  8.7120	 12.0793	  14.704	 895.195
 4476	  8.7040	 12.0818	  14.706	 895.395
 4477	  8.7040	 12.0855	  14.710	 895.595
 4478	  8.6960	 12.0880	  14.712	 895.795
 4479	  8.6920	 12.0918	  14.716	 895.995
 4480	  8.6880	 12.0943	  14.719	 896.195
 4481	  8.6840	 12.0980	  14.722	 896.395
 4482	  8.6800	 12.1005	  14.725	 896.595
 4483	  8.6720	 12.1043	  14.729	 896.795
 4484	  8.6680	 12.1080	  14.733	 896.995
 4485	  8.6640	 12.1105	  14.735	 897.195
 4486	  8.6600	 12.1143	  14.739	 897.395
 4487	  8.6560	 12.1168	  14.741	 897.595
 4488	  8.6520	 12.1205	  14.745	 897.795
 4489	  8.6480	 12.1243	  14.749	 897.995
 4490	  8.6440	 12.1268	  14.751	 898.195
 4491	  8.6360	 12.1305	  14.755	 898.395
 4492	  8.6320	 12.1330	  14.757	 898.595
 4493	  8.6280	 12.1368	  14.761	 898.795
 4494	  8.6200	 12.1393	  14.764	 898.995
 4495	  8.6200	 12.1430	  14.767	 899.195
 4496	  8.6120	 12.1455	  14.770	 899.395
 4497	  8.6080	 12.1493	  14.774	 899.595
 4498	  8.6040	 12.1530	  14.777	 899.795
 4499	  8.6000	 12.1555	  14.780	 899.995
 4500	  8.5960	 12.1593	  14.784	 900.195
 4501	  8.5880	 12.1618	  14.786	 900.395
 4502	  8.5840	 12.1655	  14.790	 900.595
 4503	  8.5800	 12.1693	  14.794	 900.795
 4504	  8.5760	 12.1718	  14.796	 900.995
 4505	  8.5720	 12.1755	  14.800	 901.195
 4506	  8.5640	 12.1780	  14.802	 901.395
 4507	  8.5600	 12.1818	  14.806	 901.595
 4508	  8.5560	 12.1843	  14.809	 901.795
 4509	  8.5520	 12.1880	  14.812	 901.995
 4510	  8.5480	 12.1905	  14.815	 902.195
 4511	  8.5400	 12.1943	  14.819	 902.395
 4512	  8.5360	 12.1968	  14.821	 902.595
 4513	  8.5320	 12.2005	  14.825	 902.795
 4514	  8.5240	 12.2043	  14.829	 902.995
 4515	  8.5200	 12.2068	  14.831	 903.195
 4516	  8.5160	 12.2105	  14.835	 903.395
 4517	  8.5120	 12.2130	  14.837	 903.595
 4518	  8.5040	 12.2168	  14.841	 903.795
 4519	  8.5000	 12.2193	  14.844	 903.995
 4520	  8.4960	 12.2230	  14.847	 904.195
 4521	  8.4920	 12.2255	  14.850	 904.395
 4522	  8.4840	 12.2293	  14.854	 904.595
 4523	  8.4800	 12.2330	  14.858	 904.795
 4524	  8.4760	 12.2355	  14.860	 904.995
 4525	  8.4680	 12.2393	  14.864	 905.195
 4526	  8.4640	 12.2418	  14.866	 905.395
 4527	  8.4600	 12.2455	  14.870	 905.595
 4528	  8.4560	 12.2480	  14.872	 905.795
 4529	  8.4480	 12.2518	  14.876	 905.995
 4530	  8.4440	 12.2555	  14.880	 906.195
 4531	  8.4400	 12.2580	  14.882	 906.395
 4532	  8.4360	 12.2618	  14.886	 906.595
 4533	  8.4280	 12.2643	  14.889	 906.795
 4534	  8.4240	 12.2680	  14.892	 906.995
 4535	  8.4200	 12.2705	  14.895	 907.195
 4536	  8.4160	 12.2743	  14.899	 907.395
 4537	  8.4080	 12.2768	  14.901	 907.595
 4538	  8.4040	 12.2805	  14.905	 907.795
 4539	  8.4000	 12.2843	  14.909	 907.995
 4540	  8.3920	 12.2868	  14.911	 908.195
 4541	  8.3880	 12.2905	  14.915	 908.395
 4542	  8.3840	 12.2930	  14.917	 908.595
 4543	  8.3800	 12.2968	  14.921	 908.795
 4544	  8.3720	 12.2993	  14.924	 908.995
 4545	  8.3680	 12.3030	  14.927	 909.195
 4546	  8.3600	 12.3055	  14.930	 909.395
 4547	  8.3560	 12.3093	  14.934	 909.595
 4548	  8.3480	 12.3130	  14.938	 909.795
 4549	  8.3440	 12.3155	  14.940	 909.995
 4550	  8.3400	 12.3193	  14.944	 910.195
 4551	  8.3360	 12.3218	  14.946	 910.395
 4552	  8.3320	 12.3255	  14.950	 910.595
 4553	  8.3240	 12.3280	  14.952	 910.795
 4554	  8.3200	 12.3318	  14.956	 910.995
 4555	  8.3160	 12.3343	  14.959	 911.195
 4556	  8.3080	 12.3380	  14.962	 911.395
 4557	  8.3040	 12.3405	  14.965	 911.595
 4558	  8.2960	 12.3443	  14.969	 911.795
 4559	  8.2920	 12.3480	  14.972	 911.995
 4560	  8.2880	 12.3505	  14.975	 912.195
 4561	  8.2800	 12.3543	  14.979	 912.395
 4562	  8.2760	 12.3568	  14.981	 912.595
 4563	  8.2720	 12.3605	  14.985	 912.795
 4564	  8.2680	 12.3630	  14.987	 912.995
 4565	  8.2600	 12.3668	  14.991	 913.195
 4566	  8.2560	 12.3693	  14.994	 913.395
 4567	  8.2480	 12.3730	  14.997	 913.595
 4568	  8.2440	 12.3755	  15.000	 913.795
 4569	  8.2360	 12.3793	  15.004	 913.995
 4570	  8.2280	 12.3830	  15.007	 914.195
 4571	  8.2280	 12.3855	  15.010	 914.395
 4572	  8.2200	 12.3893	  15.014	 914.595
 4573	  8.2160	 12.3918	  15.016	 914.795
 4574	  8.2080	 12.3955	  15.020	 914.995
 4575	  8.2040	 12.3993	  15.024	 915.195
 4576	  8.1960	 12.4018	  15.026	 915.395
 4577	  8.1920	 12.4055	  15.030	 915.595
 4578	  8.1880	 12.4080	  15.032	 915.795
 4579	  8.1800	 12.4118	  15.036	 915.995
 4580	  8.1760	 12.4143	  15.039	 916.195
 4581	  8.1680	 12.4180	  15.042	 916.395
 4582	  8.1640	 12.4205	  15.045	 916.595
 4583	  8.1600	 12.4243	  15.049	 916.795
 4584	  8.1520	 12.4268	  15.051	 916.995
 4585	  8.1480	 12.4305	  15.055	 917.195
 4586	  8.1400	 12.4343	  15.059	 917.395
 4587	  8.1360	 12.4368	  15.061	 917.595
 4588	  8.1280	 12.4405	  15.065	 917.795
 4589	  8.1240	 12.4430	  15.068	 917.995
 4590	  8.1160	 12.4468	  15.071	 918.195
 4591	  8.1080	 12.4493	  15.074	 918.395
 4592	  8.1040	 12.4530	  15.077	 918.595
 4593	  8.1000	 12.4555	  15.080	 918.795
 4594	  8.0920	 12.4593	  15.084	 918.995
 4595	  8.0880	 12.4630	  15.087	 919.195
 4596	  8.0800	 12.4655	  15.090	 919.395
 4597	  8.0760	 12.4693	  15.094	 919.595
 4598	  8.0680	 12.4718	  15.096	 919.795
 4599	  8.0600	 12.4755	  15.100	 919.995
 4600	  8.0560	 12.4780	  15.102	 920.195
 4601	  8.0520	 12.4818	  15.106	 920.395
 4602	  8.0440	 12.4843	  15.109	 920.595
 4603	  8.0400	 12.4880	  15.112	 920.795
 4604	  8.0320	 12.4905	  15.115	 920.995
 4605	  8.0280	 12.4943	  15.119	 921.195
 4606	  8.0240	 12.4980	  15.122	 921.395
 4607	  8.0160	 12.5005	  15.125	 921.595
 4608	  8.0080	 12.5043	  15.129	 921.795
 4609	  8.0040	 12.5068	  15.131	 921.995
 4610	  8.0000	 12.5105	  15.135	 922.195
 4611	  7.9920	 12.5130	  15.137	 922.395
 4612	  7.9840	 12.5168	  15.141	 922.595
 4613	  7.9760	 12.5193	  15.144	 922.795
 4614	  7.9720	 12.5230	  15.148	 922.995
 4615	  7.9640	 12.5255	  15.150	 923.195
 4616	  7.9600	 12.5293	  15.154	 923.395
 4617	  7.9560	 12.5330	  15.157	 923.595
 4618	  7.9480	 12.5355	  15.160	 923.795
 4619	  7.9400	 12.5393	  15.164	 923.995
 4620	  7.9360	 12.5418	  15.166	 924.195
 4621	  7.9280	 12.5455	  15.170	 924.395
 4622	  7.9200	 12.5493	  15.174	 924.595
 4623	  7.9160	 12.5518	  15.176	 924.795
 4624	  7.9080	 12.5555	  15.180	 924.995
 4625	  7.9040	 12.5580	  15.182	 925.195
 4626	  7.8960	 12.5618	  15.186	 925.395
 4627	  7.8920	 12.5643	  15.189	 925.595
 4628	  7.8840	 12.5680	  15.193	 925.795
 4629	  7.8760	 12.5705	  15.195	 925.995
 4630	  7.8720	 12.5743	  15.199	 926.195
 4631	  7.8640	 12.5768	  15.201	 926.395
 4632	  7.8560	 12.5805	  15.205	 926.595
 4633	  7.8520	 12.5830	  15.207	 926.795
 4634	  7.8480	 12.5868	  15.211	 926.995
 4635	  7.8360	 12.5893	  15.214	 927.195
 4636	  7.8320	 12.5930	  15.217	 927.395
 4637	  7.8240	 12.5968	  15.221	 927.595
 4638	  7.8160	 12.5993	  15.224	 927.795
 4639	  7.8120	 12.6030	  15.227	 927.995
 4640	  7.8040	 12.6055	  15.230	 928.195
 4641	  7.7960	 12.6093	  15.234	 928.395
 4642	  7.7920	 12.6118	  15.236	 928.595
 4643	  7.7840	 12.6155	  15.240	 928.795
 4644	  7.7800	 12.6180	  15.242	 928.995
 4645	  7.7720	 12.6218	  15.246	 929.195
 4646	  7.7640	 12.6255	  15.250	 929.395
 4647	  7.7600	 12.6280	  15.252	 929.595
 4648	  7.7520	 12.6318	  15.256	 929.795
 4649	  7.7440	 12.6343	  15.259	 929.995
 4650	  7.7400	 12.6380	  15.262	 930.195
 4651	  7.7320	 12.6405	  15.265	 930.395
 4652	  7.7240	 12.6443	  15.269	 930.595
 4653	  7.7200	 12.6468	  15.271	 930.795
 4654	  7.7120	 12.6505	  15.275	 930.995
 4655	  7.7080	 12.6530	  15.277	 931.195
 4656	  7.6960	 12.6568	  15.281	 931.395
 4657	  7.6880	 12.6593	  15.284	 931.595
 4658	  7.6840	 12.6630	  15.287	 931.795
 4659	  7.6760	 12.6655	  15.290	 931.995
 4660	  7.6680	 12.6693	  15.294	 932.195
 4661	  7.6600	 12.6730	  15.297	 932.395
 4662	  7.6560	 12.6755	  15.300	 932.595
 4663	  7.6520	 12.6793	  15.304	 932.795
 4664	  7.6440	 12.6818	  15.306	 932.995
 4665	  7.6360	 12.6855	  15.310	 933.195
 4666	  7.6280	 12.6893	  15.314	 933.395
 4667	  7.6240	 12.6918	  15.316	 933.595
 4668	  7.6160	 12.6955	  15.320	 933.795
 4669	  7.6080	 12.6980	  15.322	 933.995
 4670	  7.6000	 12.7018	  15.326	 934.195
 4671	  7.5920	 12.7043	  15.329	 934.395
 4672	  7.5880	 12.7080	  15.332	 934.595
 4673	  7.5800	 12.7105	  15.335	 934.795
 4674	  7.5720	 12.7143	  15.339	 934.995
 4675	  7.5680	 12.7168	  15.341	 935.195
 4676	  7.5600	 12.7205	  15.345	 935.395
 4677	  7.5520	 12.7243	  15.349	 935.595
 4678	  7.5440	 12.7268	  15.351	 935.795
 4679	  7.5360	 12.7305	  15.355	 935.995
 4680	  7.5320	 12.7330	  15.358	 936.195
 4681	  7.5240	 12.7368	  15.361	 936.395
 4682	  7.5120	 12.7393	  15.364	 936.595
 4683	  7.5080	 12.7430	  15.367	 936.795
 4684	  7.5000	 12.7455	  15.370	 936.995
 4685	  7.4920	 12.7493	  15.374	 937.195
 4686	  7.4880	 12.7530	  15.377	 937.395
 4687	  7.4800	 12.7555	  15.380	 937.595
 4688	  7.4720	 12.7593	  15.384	 937.795
 4689	  7.4640	 12.7618	  15.386	 937.995
 4690	  7.4560	 12.7655	  15.390	 938.195
 4691	  7.4480	 12.7680	  15.392	 938.395
 4692	  7.4400	 12.7718	  15.396	 938.595
 4693	  7.4360	 12.7743	  15.399	 938.795
 4694	  7.4280	 12.7780	  15.402	 938.995
 4695	  7.4200	 12.7805	  15.405	 939.195
 4696	  7.4120	 12.7843	  15.409	 939.395
 4697	  7.4040	 12.7868	  15.411	 939.595
 4698	  7.4000	 12.7905	  15.415	 939.795
 4699	  7.3880	 12.7943	  15.419	 939.995
 4700	  7.3800	 12.7968	  15.421	 940.195
 4701	  7.3760	 12.8005	  15.425	 940.395
 4702	  7.3640	 12.8030	  15.427	 940.595
 4703	  7.3600	 12.8068	  15.431	 940.795
 4704	  7.3520	 12.8093	  15.434	 940.995
 4705	  7.3440	 12.8130	  15.438	 941.195
 4706	  7.3400	 12.8155	  15.440	 941.395
 4707	  7.3320	 12.8193	  15.444	 941.595
 4708	  7.3200	 12.8230	  15.447	 941.795
 4709	  7.3120	 12.8255	  15.450	 941.995
 4710	  7.3040	 12.8293	  15.454	 942.195
 4711	  7.2960	 12.8318	  15.456	 942.395
 4712	  7.2880	 12.8355	  15.460	 942.595
 4713	  7.2800	 12.8380	  15.462	 942.795
 4714	  7.2720	 12.8418	  15.466	 942.995
 4715	  7.2640	 12.8443	  15.469	 943.195
 4716	  7.2600	 12.8480	  15.472	 943.395
 4717	  7.2480	 12.8505	  15.475	 943.595
 4718	  7.2400	 12.8543	  15.479	 943.795
 4719	  7.2320	 12.8568	  15.481	 943.995
 4720	  7.2240	 12.8605	  15.485	 944.195
